HITId	HITTypeId	FileNumber	Downloaded
31J7RYECZLQ6022FBK453GVUME81LF	33VSRLCQV014DQ2KZT2TFM11ZA6XC7	result0005.mp3	1
33N1S8XHHMLQ5RJJQLVEBV6S1NFZ1V	33VSRLCQV014DQ2KZT2TFM11ZA6XC7	result0009.mp3	1
3KA7IJSNW65X4LZ559Q1Q9HND00BP6	33VSRLCQV014DQ2KZT2TFM11ZA6XC7	result0008.mp3	1
3WA2XVDZEMHN1ITK04TILHWRLSN6EV	33VSRLCQV014DQ2KZT2TFM11ZA6XC7	result0003.mp3	1
